"species","colour","cluster","cluster_int"
"Mya.arenaria","#909800","D",4
"Cerastoderma.glaucum","#909800","D",4
"Hediste.diversicolor","#909800","D",4
"Gammarus.oceanicus","#909800","D",4
"Theodoxus.fluviatilis","#909800","D",4
"Ecrobia.ventrosa","#909800","D",4
"Peringia.ulvae","#909800","D",4
"Neomysis.integer","#909800","D",4
"Pygospio.elegans","#909800","D",4
"Battersia.arctica","#909800","D",4
"Limecola.balthica","#909800","D",4
"Marenzelleria","#909800","D",4
"Corophium.volutator","#909800","D",4
"Cyanophthalma.obscura","#909800","D",4
"Gammarus.zaddachi","#909800","D",4
"Bathyporeia.pilosa","#909800","D",4
"Amphibalanus.improvisus","#909800","D",4
"Gammarus.salinus","#909800","D",4
"Jaera.albifrons","#909800","D",4
"Zannichellia.major","#909800","D",4
"Chorda.filum","#909800","D",4
"Eudesme.virescens","#909800","D",4
"Fucus.vesiculosus.radicans","#909800","D",4
"Stictyosiphon.tortilis","#909800","D",4
"Dictyosiphon.foeniculaceus","#909800","D",4
"Elachista.fucicola","#909800","D",4
"Rhodochorton.purpureum","#909800","D",4
"Cladophora.rupestris","#909800","D",4
"Vertebrata.fucoides","#909800","D",4
"Ceramium.tenuicorne","#909800","D",4
"Ectocarpus.Pylaiella","#909800","D",4
"Coccotylus.Phyllophora","#909800","D",4
"Furcellaria.lumbricalis","#909800","D",4
"Gaillona.rosea","#909800","D",4
"Einhornia.crustulenta","#909800","D",4
"Ampithoe.rubricata","#909800","D",4
"Mytilus","#909800","D",4
"Alisma.wahlenbergii","#E16A86","C",3
"Eleocharis.mamillata","#E16A86","C",3
"Cicuta.virosa","#E16A86","C",3
"Eleocharis.parvula","#E16A86","C",3
"Chara.virgata","#E16A86","C",3
"Potamogeton.berchtoldii","#E16A86","C",3
"Equisetum.fluviatile","#E16A86","C",3
"Potamogeton.friesii","#E16A86","C",3
"Callitriche.palustris","#E16A86","C",3
"Elatine.hydropiper","#E16A86","C",3
"Caltha.palustris","#E16A86","C",3
"Ranunculus.reptans","#E16A86","C",3
"Potamogeton.gramineus","#E16A86","C",3
"Callitriche.hermaphroditica","#E16A86","C",3
"Myriophyllum.alterniflorum","#E16A86","C",3
"Eleocharis.uniglumis","#E16A86","C",3
"Eleocharis.palustris","#E16A86","C",3
"Limosella.aquatica","#E16A86","C",3
"Potamogeton.pusillus","#E16A86","C",3
"Eleocharis.acicularis","#E16A86","C",3
"Subularia.aquatica","#E16A86","C",3
"Potamogeton.obtusifolius","#9183E6","B",2
"Typha.angustifolia","#9183E6","B",2
"Nuphar.lutea","#9183E6","B",2
"Nymphaea.alba","#9183E6","B",2
"Potamogeton.natans","#9183E6","B",2
"Schoenoplectus.lacustris","#9183E6","B",2
"Myriophyllum.verticillatum","#9183E6","B",2
"Typha.latifolia","#9183E6","B",2
"Ranunculus.peltatus.peltatus","#9183E6","B",2
"Hippuris.vulgaris","#9183E6","B",2
"Schoenoplectus.tabernaemontani","#9183E6","B",2
"Lemna.trisulca","#9183E6","B",2
"Myriophyllum.sibiricum","#9183E6","B",2
"Chara.tomentosa","#9183E6","B",2
"Najas.marina","#9183E6","B",2
"Bolboschoenus.maritimus","#9183E6","B",2
"Ceratophyllum.demersum","#9183E6","B",2
"Phragmites.australis","#9183E6","B",2
"Dreissena.polymorpha","#00AD9A","A",1
"Chaetomorpha.linum","#00AD9A","A",1
"Ruppia.cirrhosa","#00AD9A","A",1
"Butomus.umbellatus","#00AD9A","A",1
"Zostera.marina","#00AD9A","A",1
"Ceramium.diaphanum","#00AD9A","A",1
"Potamogeton.crispus","#00AD9A","A",1
"Ulva.prolifera","#00AD9A","A",1
"Urospora.penicilliformis","#00AD9A","A",1
"Leathesia.marina","#00AD9A","A",1
"Chara.connivens","#00AD9A","A",1
"Rhizoclonium.riparium","#00AD9A","A",1
"Ruppia.maritima","#00AD9A","A",1
"Chara.baltica","#00AD9A","A",1
"Chara.canescens","#00AD9A","A",1
"Gammarus.tigrinus","#00AD9A","A",1
"Myriophyllum.spicatum","#00AD9A","A",1
"Stuckenia.pectinata","#00AD9A","A",1
"Mysis.relicta","#00AD9A","A",1
"Monoporeia.affinis","#00AD9A","A",1
"Saduria.entomon","#00AD9A","A",1
"Mysis.mixta","#00AD9A","A",1
"Corophium.multisetosum","#00AD9A","A",1
"Halicryptus.spinulosus","#00AD9A","A",1
"Pontoporeia.femorata","#00AD9A","A",1
"Potamogeton.perfoliatus","#00AD9A","A",1
"Vaucheria","#00AD9A","A",1
"Chara.aspera","#00AD9A","A",1
"Zannichellia.palustris","#00AD9A","A",1
"Aegagropila.linnaei","#00AD9A","A",1
"Rangia.cuneata","#00AD9A","A",1
"Fontinalis.antipyretica","#00AD9A","A",1
"Nitella.flexilis","#00AD9A","A",1
"Fontinalis.dalecarlica","#00AD9A","A",1
"Fissidens.fontanus","#00AD9A","A",1
"Ulothrix.zonata","#00AD9A","A",1
"Pisione.remota","#00AD9A","A",1
"Zygnema","#00AD9A","A",1
"Crassula.aquatica","#00AD9A","A",1
"Persicaria.foliosa","#00AD9A","A",1
"Elodea.canadensis","#00AD9A","A",1
"Utricularia.vulgaris","#00AD9A","A",1
"Sagittaria.natans","#00AD9A","A",1
"Elodea.nuttallii","#00AD9A","A",1
"Chara.braunii","#00AD9A","A",1
"Nitella.wahlbergiana","#00AD9A","A",1
"Ascidiella.aspersa","#00AD9A","A",1
"Ericthonius.brasiliensis","#00AD9A","A",1
"Sagittaria.sagittifolia","#00AD9A","A",1
"Sparganium.emersum","#00AD9A","A",1
"Juncus.gerardii","#00AD9A","A",1
"Triglochin.maritima","#00AD9A","A",1
"Potamogeton.praelongus","#00AD9A","A",1
"Stuckenia.vaginata","#00AD9A","A",1
"Fontinalis.hypnoides","#00AD9A","A",1
"Hippuris.tetraphylla","#00AD9A","A",1
"Cerastoderma.edule","#00AD9A","A",1
"Spongomorpha.aeruginosa","#00AD9A","A",1
"Microphthalmus.sczelkowii","#00AD9A","A",1
"Batrachospermum","#00AD9A","A",1
"Chara.horrida","#00AD9A","A",1
"Nitellopsis.obtusa","#00AD9A","A",1
"Ranunculus.aquatilis","#00AD9A","A",1
"Lemna.minor","#00AD9A","A",1
"Monostroma.balticum","#00AD9A","A",1
