"species","colour","cluster","cluster_int"
"Rhodochorton.purpureum","#E16A86","B",2
"Eudesme.virescens","#E16A86","B",2
"Gaillona.rosea","#E16A86","B",2
"Dictyosiphon.foeniculaceus","#E16A86","B",2
"Ecrobia.ventrosa","#E16A86","B",2
"Gammarus.oceanicus","#E16A86","B",2
"Theodoxus.fluviatilis","#E16A86","B",2
"Cyanophthalma.obscura","#E16A86","B",2
"Neomysis.integer","#E16A86","B",2
"Gammarus.tigrinus","#E16A86","B",2
"Cladophora.rupestris","#E16A86","B",2
"Elachista.fucicola","#E16A86","B",2
"Bathyporeia.pilosa","#E16A86","B",2
"Gammarus.salinus","#E16A86","B",2
"Jaera.albifrons","#E16A86","B",2
"Peringia.ulvae","#E16A86","B",2
"Amphibalanus.improvisus","#E16A86","B",2
"Cerastoderma.glaucum","#E16A86","B",2
"Mya.arenaria","#E16A86","B",2
"Corophium.volutator","#E16A86","B",2
"Hediste.diversicolor","#E16A86","B",2
"Vertebrata.fucoides","#E16A86","B",2
"Ceramium.tenuicorne","#E16A86","B",2
"Ectocarpus.Pylaiella","#E16A86","B",2
"Furcellaria.lumbricalis","#E16A86","B",2
"Gammarus.zaddachi","#E16A86","B",2
"Diastylis.rathkei","#E16A86","B",2
"Rhodomela.confervoides","#E16A86","B",2
"Corophium.multisetosum","#E16A86","B",2
"Einhornia.crustulenta","#E16A86","B",2
"Marenzelleria","#E16A86","B",2
"Bylgides.sarsi","#E16A86","B",2
"Halicryptus.spinulosus","#E16A86","B",2
"Battersia.arctica","#E16A86","B",2
"Ampithoe.rubricata","#E16A86","B",2
"Limecola.balthica","#E16A86","B",2
"Pygospio.elegans","#E16A86","B",2
"Coccotylus.Phyllophora","#E16A86","B",2
"Mytilus","#E16A86","B",2
"Leathesia.marina","#00AD9A","A",1
"Chara.canescens","#00AD9A","A",1
"Ruppia.maritima","#00AD9A","A",1
"Chara.baltica","#00AD9A","A",1
"Myriophyllum.spicatum","#00AD9A","A",1
"Ruppia.cirrhosa","#00AD9A","A",1
"Stuckenia.pectinata","#00AD9A","A",1
"Zannichellia.palustris","#00AD9A","A",1
"Bolboschoenus.maritimus","#00AD9A","A",1
"Lemna.minor","#00AD9A","A",1
"Juncus.gerardii","#00AD9A","A",1
"Triglochin.maritima","#00AD9A","A",1
"Stictyosiphon.tortilis","#00AD9A","A",1
"Monostroma.balticum","#00AD9A","A",1
"Potamogeton.perfoliatus","#00AD9A","A",1
"Zannichellia.major","#00AD9A","A",1
"Chorda.filum","#00AD9A","A",1
"Fucus.vesiculosus.radicans","#00AD9A","A",1
"Mysis.mixta","#00AD9A","A",1
"Mysis.relicta","#00AD9A","A",1
"Pontoporeia.femorata","#00AD9A","A",1
"Monoporeia.affinis","#00AD9A","A",1
"Saduria.entomon","#00AD9A","A",1
"Fabricia.stellaris","#00AD9A","A",1
"Streblospio.shrubsolii","#00AD9A","A",1
"Ceramium.diaphanum","#00AD9A","A",1
"Aglaothamnion.tenuissimum","#00AD9A","A",1
"Desmarestia.viridis","#00AD9A","A",1
"Rangia.cuneata","#00AD9A","A",1
"Baltidrilus.costatus","#00AD9A","A",1
"Cladophora.sericea","#00AD9A","A",1
"Polyides.rotunda","#00AD9A","A",1
"Chaetomorpha.linum","#00AD9A","A",1
"Zostera.marina","#00AD9A","A",1
"Heterotanais.oerstedii","#00AD9A","A",1
"Scytosiphon.lomentaria","#00AD9A","A",1
"Ulva.prolifera","#00AD9A","A",1
"Urospora.penicilliformis","#00AD9A","A",1
"Chara.connivens","#00AD9A","A",1
"Rhizoclonium.riparium","#00AD9A","A",1
"Chara.aspera","#00AD9A","A",1
"Ranunculus.peltatus.peltatus","#00AD9A","A",1
"Eleocharis.uniglumis","#00AD9A","A",1
"Eleocharis.parvula","#00AD9A","A",1
"Schoenoplectus.tabernaemontani","#00AD9A","A",1
"Chara.tomentosa","#00AD9A","A",1
"Najas.marina","#00AD9A","A",1
"Chara.horrida","#00AD9A","A",1
"Ceratophyllum.demersum","#00AD9A","A",1
"Schoenoplectus.lacustris","#00AD9A","A",1
"Apherusa.bispinosa","#00AD9A","A",1
"Ascidiella.aspersa","#00AD9A","A",1
"Cerastoderma.edule","#00AD9A","A",1
"Lamprops.fasciatus","#00AD9A","A",1
"Potamogeton.obtusifolius","#00AD9A","A",1
"Ulva.linza","#00AD9A","A",1
"Ericthonius.brasiliensis","#00AD9A","A",1
"Spio.arndti","#00AD9A","A",1
"Ampharete.acutifrons","#00AD9A","A",1
"Micrura.baltica","#00AD9A","A",1
