"species","colour","cluster","cluster_int","cluster_name"
"Rhizoclonium.riparium","#909800","B",2,"Zone1_B"
"Dreissena.polymorpha","#909800","B",2,"Zone1_B"
"Chaetomorpha.linum","#909800","B",2,"Zone1_B"
"Ruppia.cirrhosa","#909800","B",2,"Zone1_B"
"Ruppia.maritima","#909800","B",2,"Zone1_B"
"Chara.baltica","#909800","B",2,"Zone1_B"
"Chara.canescens","#909800","B",2,"Zone1_B"
"Gammarus.tigrinus","#909800","B",2,"Zone1_B"
"Myriophyllum.spicatum","#909800","B",2,"Zone1_B"
"Stuckenia.pectinata","#909800","B",2,"Zone1_B"
"Potamogeton.obtusifolius","#E16A86","A",1,"Zone1_A"
"Typha.angustifolia","#E16A86","A",1,"Zone1_A"
"Nuphar.lutea","#E16A86","A",1,"Zone1_A"
"Nymphaea.alba","#E16A86","A",1,"Zone1_A"
"Potamogeton.natans","#E16A86","A",1,"Zone1_A"
"Schoenoplectus.lacustris","#E16A86","A",1,"Zone1_A"
"Myriophyllum.verticillatum","#E16A86","A",1,"Zone1_A"
"Typha.latifolia","#E16A86","A",1,"Zone1_A"
"Ranunculus.peltatus.peltatus","#E16A86","A",1,"Zone1_A"
"Hippuris.vulgaris","#E16A86","A",1,"Zone1_A"
"Schoenoplectus.tabernaemontani","#E16A86","A",1,"Zone1_A"
"Lemna.trisulca","#E16A86","A",1,"Zone1_A"
"Myriophyllum.sibiricum","#E16A86","A",1,"Zone1_A"
"Chara.tomentosa","#E16A86","A",1,"Zone1_A"
"Najas.marina","#E16A86","A",1,"Zone1_A"
"Bolboschoenus.maritimus","#E16A86","A",1,"Zone1_A"
"Ceratophyllum.demersum","#E16A86","A",1,"Zone1_A"
"Phragmites.australis","#E16A86","A",1,"Zone1_A"
"Mysis.relicta","#E16A86","A",1,"Zone1_A"
"Monoporeia.affinis","#E16A86","A",1,"Zone1_A"
"Saduria.entomon","#E16A86","A",1,"Zone1_A"
"Corophium.multisetosum","#E16A86","A",1,"Zone1_A"
"Halicryptus.spinulosus","#E16A86","A",1,"Zone1_A"
"Pontoporeia.femorata","#E16A86","A",1,"Zone1_A"
"Potamogeton.perfoliatus","#E16A86","A",1,"Zone1_A"
"Vaucheria","#E16A86","A",1,"Zone1_A"
"Chara.aspera","#E16A86","A",1,"Zone1_A"
"Zannichellia.palustris","#E16A86","A",1,"Zone1_A"
"Aegagropila.linnaei","#E16A86","A",1,"Zone1_A"
"Rangia.cuneata","#E16A86","A",1,"Zone1_A"
"Fontinalis.antipyretica","#E16A86","A",1,"Zone1_A"
"Nitella.flexilis","#E16A86","A",1,"Zone1_A"
"Fontinalis.dalecarlica","#E16A86","A",1,"Zone1_A"
"Fissidens.fontanus","#E16A86","A",1,"Zone1_A"
"Ulothrix.zonata","#E16A86","A",1,"Zone1_A"
"Zygnema","#E16A86","A",1,"Zone1_A"
"Crassula.aquatica","#E16A86","A",1,"Zone1_A"
"Persicaria.foliosa","#E16A86","A",1,"Zone1_A"
"Elodea.canadensis","#E16A86","A",1,"Zone1_A"
"Utricularia.vulgaris","#E16A86","A",1,"Zone1_A"
"Sagittaria.natans","#E16A86","A",1,"Zone1_A"
"Elodea.nuttallii","#E16A86","A",1,"Zone1_A"
"Chara.braunii","#E16A86","A",1,"Zone1_A"
"Nitella.wahlbergiana","#E16A86","A",1,"Zone1_A"
"Ascidiella.aspersa","#E16A86","A",1,"Zone1_A"
"Ericthonius.brasiliensis","#E16A86","A",1,"Zone1_A"
"Sagittaria.sagittifolia","#E16A86","A",1,"Zone1_A"
"Sparganium.emersum","#E16A86","A",1,"Zone1_A"
"Butomus.umbellatus","#E16A86","A",1,"Zone1_A"
"Potamogeton.crispus","#E16A86","A",1,"Zone1_A"
"Juncus.gerardii","#E16A86","A",1,"Zone1_A"
"Triglochin.maritima","#E16A86","A",1,"Zone1_A"
"Lemna.minor","#E16A86","A",1,"Zone1_A"
"Nitellopsis.obtusa","#E16A86","A",1,"Zone1_A"
"Ranunculus.aquatilis","#E16A86","A",1,"Zone1_A"
"Potamogeton.praelongus","#E16A86","A",1,"Zone1_A"
"Stuckenia.vaginata","#E16A86","A",1,"Zone1_A"
"Fontinalis.hypnoides","#E16A86","A",1,"Zone1_A"
"Hippuris.tetraphylla","#E16A86","A",1,"Zone1_A"
"Cerastoderma.edule","#E16A86","A",1,"Zone1_A"
"Batrachospermum","#E16A86","A",1,"Zone1_A"
"Microphthalmus.sczelkowii","#E16A86","A",1,"Zone1_A"
"Ericthonius.brasiliensis","#00A9BE","G",7,"Zone2_G"
"Stictyosiphon.tortilis","#00A9BE","G",7,"Zone2_G"
"Apherusa.bispinosa","#00A9BE","G",7,"Zone2_G"
"Cerastoderma.edule","#00A9BE","G",7,"Zone2_G"
"Lamprops.fasciatus","#00A9BE","G",7,"Zone2_G"
"Baltidrilus.costatus","#00A9BE","G",7,"Zone2_G"
"Rangia.cuneata","#00A9BE","G",7,"Zone2_G"
"Ulva.prolifera","#00A9BE","G",7,"Zone2_G"
"Urospora.penicilliformis","#00A9BE","G",7,"Zone2_G"
"Chara.connivens","#00A9BE","G",7,"Zone2_G"
"Rhizoclonium.riparium","#00A9BE","G",7,"Zone2_G"
"Heterotanais.oerstedii","#E16A86","F",6,"Zone2_F"
"Chaetomorpha.linum","#E16A86","F",6,"Zone2_F"
"Zostera.marina","#E16A86","F",6,"Zone2_F"
"Leathesia.marina","#E16A86","F",6,"Zone2_F"
"Chara.canescens","#E16A86","F",6,"Zone2_F"
"Ruppia.maritima","#E16A86","F",6,"Zone2_F"
"Chara.baltica","#E16A86","F",6,"Zone2_F"
"Myriophyllum.spicatum","#E16A86","F",6,"Zone2_F"
"Ruppia.cirrhosa","#E16A86","F",6,"Zone2_F"
"Stuckenia.pectinata","#E16A86","F",6,"Zone2_F"
"Zannichellia.palustris","#E16A86","F",6,"Zone2_F"
"Zannichellia.major","#E16A86","F",6,"Zone2_F"
"Monostroma.balticum","#E16A86","F",6,"Zone2_F"
"Chorda.filum","#E16A86","F",6,"Zone2_F"
"Fucus.vesiculosus.radicans","#E16A86","F",6,"Zone2_F"
"Chara.horrida","#6C8EE6","E",5,"Zone2_E"
"Ranunculus.peltatus.peltatus","#6C8EE6","E",5,"Zone2_E"
"Ceratophyllum.demersum","#6C8EE6","E",5,"Zone2_E"
"Schoenoplectus.lacustris","#6C8EE6","E",5,"Zone2_E"
"Bolboschoenus.maritimus","#6C8EE6","E",5,"Zone2_E"
"Lemna.minor","#6C8EE6","E",5,"Zone2_E"
"Juncus.gerardii","#6C8EE6","E",5,"Zone2_E"
"Triglochin.maritima","#6C8EE6","E",5,"Zone2_E"
"Eleocharis.parvula","#6C8EE6","E",5,"Zone2_E"
"Eleocharis.uniglumis","#6C8EE6","E",5,"Zone2_E"
"Mysis.mixta","#D169D0","D",4,"Zone2_D"
"Mysis.relicta","#D169D0","D",4,"Zone2_D"
"Pontoporeia.femorata","#D169D0","D",4,"Zone2_D"
"Monoporeia.affinis","#D169D0","D",4,"Zone2_D"
"Saduria.entomon","#D169D0","D",4,"Zone2_D"
"Rhodochorton.purpureum","#799D00","C",3,"Zone2_C"
"Eudesme.virescens","#799D00","C",3,"Zone2_C"
"Gaillona.rosea","#799D00","C",3,"Zone2_C"
"Dictyosiphon.foeniculaceus","#799D00","C",3,"Zone2_C"
"Ecrobia.ventrosa","#799D00","C",3,"Zone2_C"
"Gammarus.oceanicus","#799D00","C",3,"Zone2_C"
"Theodoxus.fluviatilis","#799D00","C",3,"Zone2_C"
"Cyanophthalma.obscura","#799D00","C",3,"Zone2_C"
"Neomysis.integer","#799D00","C",3,"Zone2_C"
"Gammarus.tigrinus","#799D00","C",3,"Zone2_C"
"Cladophora.rupestris","#799D00","C",3,"Zone2_C"
"Elachista.fucicola","#799D00","C",3,"Zone2_C"
"Diastylis.rathkei","#00AB6E","B",2,"Zone2_B"
"Micrura.baltica","#00AB6E","B",2,"Zone2_B"
"Marenzelleria","#00AB6E","B",2,"Zone2_B"
"Bylgides.sarsi","#00AB6E","B",2,"Zone2_B"
"Halicryptus.spinulosus","#00AB6E","B",2,"Zone2_B"
"Limecola.balthica","#00AB6E","B",2,"Zone2_B"
"Rhodomela.confervoides","#00AB6E","B",2,"Zone2_B"
"Corophium.multisetosum","#00AB6E","B",2,"Zone2_B"
"Einhornia.crustulenta","#00AB6E","B",2,"Zone2_B"
"Battersia.arctica","#00AB6E","B",2,"Zone2_B"
"Ampithoe.rubricata","#00AB6E","B",2,"Zone2_B"
"Coccotylus.Phyllophora","#00AB6E","B",2,"Zone2_B"
"Mytilus","#00AB6E","B",2,"Zone2_B"
"Pygospio.elegans","#00AB6E","B",2,"Zone2_B"
"Ceramium.diaphanum","#C18500","A",1,"Zone2_A"
"Fabricia.stellaris","#C18500","A",1,"Zone2_A"
"Streblospio.shrubsolii","#C18500","A",1,"Zone2_A"
"Bathyporeia.pilosa","#C18500","A",1,"Zone2_A"
"Gammarus.salinus","#C18500","A",1,"Zone2_A"
"Jaera.albifrons","#C18500","A",1,"Zone2_A"
"Peringia.ulvae","#C18500","A",1,"Zone2_A"
"Amphibalanus.improvisus","#C18500","A",1,"Zone2_A"
"Cerastoderma.glaucum","#C18500","A",1,"Zone2_A"
"Mya.arenaria","#C18500","A",1,"Zone2_A"
"Corophium.volutator","#C18500","A",1,"Zone2_A"
"Hediste.diversicolor","#C18500","A",1,"Zone2_A"
"Vertebrata.fucoides","#C18500","A",1,"Zone2_A"
"Ceramium.tenuicorne","#C18500","A",1,"Zone2_A"
"Ectocarpus.Pylaiella","#C18500","A",1,"Zone2_A"
"Furcellaria.lumbricalis","#C18500","A",1,"Zone2_A"
"Gammarus.zaddachi","#C18500","A",1,"Zone2_A"
"Alitta.succinea","#00AD9A","D",4,"Zone3_D"
"Tubificoides.benedii","#00AD9A","D",4,"Zone3_D"
"Polyides.rotunda","#00AD9A","D",4,"Zone3_D"
"Streblospio.shrubsolii","#00AD9A","D",4,"Zone3_D"
"Vertebrata.fucoides","#00AD9A","D",4,"Zone3_D"
"Baltidrilus.costatus","#00AD9A","D",4,"Zone3_D"
"Neomysis.integer","#00AD9A","D",4,"Zone3_D"
"Jaera.albifrons","#00AD9A","D",4,"Zone3_D"
"Cerastoderma.glaucum","#00AD9A","D",4,"Zone3_D"
"Hediste.diversicolor","#00AD9A","D",4,"Zone3_D"
"Mya.arenaria","#00AD9A","D",4,"Zone3_D"
"Peringia.ulvae","#00AD9A","D",4,"Zone3_D"
"Bathyporeia.pilosa","#00AD9A","D",4,"Zone3_D"
"Amphibalanus.improvisus","#00AD9A","D",4,"Zone3_D"
"Corophium.volutator","#00AD9A","D",4,"Zone3_D"
"Gammarus.salinus","#00AD9A","D",4,"Zone3_D"
"Ceramium.diaphanum","#00AD9A","D",4,"Zone3_D"
"Desmarestia.viridis","#00AD9A","D",4,"Zone3_D"
"Coccotylus.Phyllophora","#00AD9A","D",4,"Zone3_D"
"Einhornia.crustulenta","#00AD9A","D",4,"Zone3_D"
"Rhodomela.confervoides","#00AD9A","D",4,"Zone3_D"
"Corophium.multisetosum","#00AD9A","D",4,"Zone3_D"
"Fabricia.stellaris","#00AD9A","D",4,"Zone3_D"
"Aglaothamnion.tenuissimum","#00AD9A","D",4,"Zone3_D"
"Ampithoe.rubricata","#00AD9A","D",4,"Zone3_D"
"Mytilus","#909800","C",3,"Zone3_C"
"Marenzelleria","#909800","C",3,"Zone3_C"
"Limecola.balthica","#909800","C",3,"Zone3_C"
"Pygospio.elegans","#909800","C",3,"Zone3_C"
"Pontoporeia.femorata","#909800","C",3,"Zone3_C"
"Saduria.entomon","#909800","C",3,"Zone3_C"
"Diastylis.rathkei","#909800","C",3,"Zone3_C"
"Bylgides.sarsi","#909800","C",3,"Zone3_C"
"Halicryptus.spinulosus","#909800","C",3,"Zone3_C"
"Ampharete.acutifrons","#909800","C",3,"Zone3_C"
"Micrura.baltica","#909800","C",3,"Zone3_C"
"Ceramium.virgatum","#9183E6","B",2,"Zone3_B"
"Cladophora.sericea","#9183E6","B",2,"Zone3_B"
"Dumontia.contorta","#9183E6","B",2,"Zone3_B"
"Heterotanais.oerstedii","#9183E6","B",2,"Zone3_B"
"Tubificoides.pseudogaster","#9183E6","B",2,"Zone3_B"
"Ruppia.maritima","#9183E6","B",2,"Zone3_B"
"Scytosiphon.lomentaria","#9183E6","B",2,"Zone3_B"
"Chaetomorpha.linum","#9183E6","B",2,"Zone3_B"
"Ruppia.cirrhosa","#9183E6","B",2,"Zone3_B"
"Zostera.marina","#9183E6","B",2,"Zone3_B"
"Apherusa.bispinosa","#E16A86","A",1,"Zone3_A"
"Callopora.lineata","#E16A86","A",1,"Zone3_A"
"Alkmaria.romijni","#E16A86","A",1,"Zone3_A"
"Metridium.senile","#E16A86","A",1,"Zone3_A"
"Aricidea.cerrutii","#E16A86","A",1,"Zone3_A"
"Priapulus.caudatus","#E16A86","A",1,"Zone3_A"
"Diastyloides.biplicatus","#E16A86","A",1,"Zone3_A"
"Opercularella.lacerata","#E16A86","A",1,"Zone3_A"
"Astarte.elliptica","#E16A86","A",1,"Zone3_A"
"Lagis.koreni","#E16A86","A",1,"Zone3_A"
"Mya.truncata","#E16A86","A",1,"Zone3_A"
"Terebellides.stroemii","#E16A86","A",1,"Zone3_A"
"Sphaerodorum.gracilis","#00A0D6","K",11,"Zone4_K"
"Brada.villosa","#00A0D6","K",11,"Zone4_K"
"Virgularia.mirabilis","#00A0D6","K",11,"Zone4_K"
"Acanthocardia.echinata","#00A0D6","K",11,"Zone4_K"
"Labidoplax.buskii","#00A0D6","K",11,"Zone4_K"
"Polyphysia.crassa","#00A0D6","K",11,"Zone4_K"
"Polycirrus.plumosus","#00A0D6","K",11,"Zone4_K"
"Rhodine.loveni","#00A0D6","K",11,"Zone4_K"
"Eudorella.emarginata","#00A0D6","K",11,"Zone4_K"
"Prionospio.multibranchiat","#00A0D6","K",11,"Zone4_K"
"Brissopsis.lyrifera","#00A0D6","K",11,"Zone4_K"
"Tellimya.tenella","#00A0D6","K",11,"Zone4_K"
"Magelona.minuta","#00A0D6","K",11,"Zone4_K"
"Anobothrus.gracilis","#00A0D6","K",11,"Zone4_K"
"Pectinaria.belgica","#00A0D6","K",11,"Zone4_K"
"Edwardsia.longicornis","#E16A86","J",10,"Zone4_J"
"Mysia.undata","#E16A86","J",10,"Zone4_J"
"Magelona.alleni","#E16A86","J",10,"Zone4_J"
"Pholoe.baltica","#E16A86","J",10,"Zone4_J"
"Chaetozone.setosa","#E16A86","J",10,"Zone4_J"
"Goniada.maculata","#E16A86","J",10,"Zone4_J"
"Scalibregma.inflatum","#E16A86","J",10,"Zone4_J"
"Tharyx.killariensis","#E16A86","J",10,"Zone4_J"
"Phoronis.muelleri","#E16A86","J",10,"Zone4_J"
"Galathowenia.oculata","#E16A86","J",10,"Zone4_J"
"Prionospio.fallax","#E16A86","J",10,"Zone4_J"
"Phyllodoce.rosea","#E16A86","J",10,"Zone4_J"
"Amphiura.filiformis","#E16A86","J",10,"Zone4_J"
"Eumida.bahusiensis","#E16A86","J",10,"Zone4_J"
"Glycera.alba","#E16A86","J",10,"Zone4_J"
"Nucula.nitidosa","#E16A86","J",10,"Zone4_J"
"Thyasira.flexuosa","#E16A86","J",10,"Zone4_J"
"Abyssoninoe.hibernica","#E16A86","J",10,"Zone4_J"
"Oxydromus.flexuosus","#E16A86","J",10,"Zone4_J"
"Glycera.unicornis","#E16A86","J",10,"Zone4_J"
"Abra.nitida","#E16A86","J",10,"Zone4_J"
"Ennucula.tenuis","#E16A86","J",10,"Zone4_J"
"Chalinula.limbata","#E16A86","J",10,"Zone4_J"
"Eudorella.truncatula","#E16A86","J",10,"Zone4_J"
"Levinsenia.gracilis","#E16A86","J",10,"Zone4_J"
"Paradoneis.eliasoni","#E16A86","J",10,"Zone4_J"
"Praxillella.praetermissa","#E16A86","J",10,"Zone4_J"
"Rhodine.gracilior","#E16A86","J",10,"Zone4_J"
"Chaetoderma.nitidulum","#E16A86","J",10,"Zone4_J"
"Maldane.sarsi","#E16A86","J",10,"Zone4_J"
"Diastyloides.biplicatus","#E16A86","J",10,"Zone4_J"
"Parvicardium.minimum","#E16A86","J",10,"Zone4_J"
"Harpinia.antennaria","#E16A86","J",10,"Zone4_J"
"Ampelisca.diadema","#E16A86","J",10,"Zone4_J"
"Praxillella.affinis","#E16A86","J",10,"Zone4_J"
"Trichobranchus.roseus","#E16A86","J",10,"Zone4_J"
"Westwoodilla.caecula","#E16A86","J",10,"Zone4_J"
"Glycinde.nordmanni","#E16A86","J",10,"Zone4_J"
"Golfingia.vulgaris","#E16A86","J",10,"Zone4_J"
"Diastylis.laevis","#E16A86","J",10,"Zone4_J"
"Dosinia.exoleta","#E16A86","J",10,"Zone4_J"
"Notomastus.latericeus","#E16A86","J",10,"Zone4_J"
"Cylichna.cylindracea","#E16A86","J",10,"Zone4_J"
"Turritella.communis","#E16A86","J",10,"Zone4_J"
"Owenia.fusiformis","#E16A86","J",10,"Zone4_J"
"Polycirrus.norvegicus","#E16A86","J",10,"Zone4_J"
"Odonthalia.dentata","#00AD7F","I",9,"Zone4_I"
"Palmaria.palmata","#00AD7F","I",9,"Zone4_I"
"Laminaria.digitata","#00AD7F","I",9,"Zone4_I"
"Saccharina.latissima","#00AD7F","I",9,"Zone4_I"
"Leathesia.marina","#00AD7F","I",9,"Zone4_I"
"Phycodrys.rubens","#00AD7F","I",9,"Zone4_I"
"Sphacelaria.cirrosa","#00AD7F","I",9,"Zone4_I"
"Desmarestia.viridis","#00AD7F","I",9,"Zone4_I"
"Rhodomela.confervoides","#00AD7F","I",9,"Zone4_I"
"Eteone.longa","#00AD7F","I",9,"Zone4_I"
"Nephtys.caeca","#00AD7F","I",9,"Zone4_I"
"Aglaothamnion.tenuissimum","#00AD7F","I",9,"Zone4_I"
"Polysiphonia.stricta","#00AD7F","I",9,"Zone4_I"
"Coccotylus.Phyllophora","#00AD7F","I",9,"Zone4_I"
"Delesseria.sanguinea","#00AD7F","I",9,"Zone4_I"
"Polyides.rotunda","#00AD7F","I",9,"Zone4_I"
"Vertebrata.fucoides","#00AD7F","I",9,"Zone4_I"
"Fucus.serratus","#00AD7F","I",9,"Zone4_I"
"Callithamnion.corymbosum","#00AD7F","I",9,"Zone4_I"
"Dasya.baillouviana","#00AD7F","I",9,"Zone4_I"
"Ulva.lactuca","#00AD7F","I",9,"Zone4_I"
"Bryopsis.hypnoides","#00AD7F","I",9,"Zone4_I"
"Chaetomorpha.melagonium","#00AD7F","I",9,"Zone4_I"
"Chondrus.crispus","#00AD7F","I",9,"Zone4_I"
"Cystoclonium.purpureum","#00AD7F","I",9,"Zone4_I"
"Membranoptera.alata","#00AD7F","I",9,"Zone4_I"
"Ahnfeltia.plicata","#00AD7F","I",9,"Zone4_I"
"Ceramium.virgatum","#00AD7F","I",9,"Zone4_I"
"Cladophora.rupestris","#00AD7F","I",9,"Zone4_I"
"Bryopsis.plumosa","#00AD7F","I",9,"Zone4_I"
"Sphaerotrichia.divaricata","#00AD7F","I",9,"Zone4_I"
"Elachista.fucicola","#00AD7F","I",9,"Zone4_I"
"Furcellaria.lumbricalis","#00AD7F","I",9,"Zone4_I"
"Erythrotrichia.carnea","#DE63B9","H",8,"Zone4_H"
"Sphaceloderma.caespitulum","#DE63B9","H",8,"Zone4_H"
"Colaconema.nemalionis","#DE63B9","H",8,"Zone4_H"
"Rhodochorton.purpureum","#DE63B9","H",8,"Zone4_H"
"Polycirrus.medusa","#DE63B9","H",8,"Zone4_H"
"Tubulanus.polymorphus","#DE63B9","H",8,"Zone4_H"
"Echinocyamus.pusillus","#DE63B9","H",8,"Zone4_H"
"Eucratea.loricata","#DE63B9","H",8,"Zone4_H"
"Filellum.serpens","#DE63B9","H",8,"Zone4_H"
"Poecilochaetus.serpens","#DE63B9","H",8,"Zone4_H"
"Thracia.phaseolina","#DE63B9","H",8,"Zone4_H"
"Perioculodes.longimanus","#DE63B9","H",8,"Zone4_H"
"Echinocardium.cordatum","#DE63B9","H",8,"Zone4_H"
"Tellimya.ferruginosa","#DE63B9","H",8,"Zone4_H"
"Ampelisca.brevicornis","#DE63B9","H",8,"Zone4_H"
"Chamelea.gallina","#DE63B9","H",8,"Zone4_H"
"Gattyana.cirrhosa","#DE63B9","H",8,"Zone4_H"
"Cruoria.pellita","#DE63B9","H",8,"Zone4_H"
"Lithothamnion.glaciale","#DE63B9","H",8,"Zone4_H"
"Scagelothamnion.pusillum","#DE63B9","H",8,"Zone4_H"
"Plagiospora.gracilis","#DE63B9","H",8,"Zone4_H"
"Rubrointrusa.membranacea","#DE63B9","H",8,"Zone4_H"
"Peyssonnelia.dubyi","#DE63B9","H",8,"Zone4_H"
"Colaconema.daviesii","#DE63B9","H",8,"Zone4_H"
"Colaconema.pectinatum","#DE63B9","H",8,"Zone4_H"
"Modiolus.modiolus","#00ABB2","G",7,"Zone4_G"
"Paraonis.fulgens","#00ABB2","G",7,"Zone4_G"
"Spio.armata","#00ABB2","G",7,"Zone4_G"
"Branchiostoma.lanceolatum","#00ABB2","G",7,"Zone4_G"
"Pisione.remota","#00ABB2","G",7,"Zone4_G"
"Melobesia.membranacea","#00ABB2","G",7,"Zone4_G"
"Tanaissus.lilljeborgi","#00ABB2","G",7,"Zone4_G"
"Halidrys.siliquosa","#00ABB2","G",7,"Zone4_G"
"Lomentaria.clavellosa","#00ABB2","G",7,"Zone4_G"
"Dasysiphonia.japonica","#00ABB2","G",7,"Zone4_G"
"Laminaria.hyperborea","#00ABB2","G",7,"Zone4_G"
"Bathyporeia.guilliamsonia","#00ABB2","G",7,"Zone4_G"
"Fabulina.fabula","#00ABB2","G",7,"Zone4_G"
"Spiophanes.bombyx","#00ABB2","G",7,"Zone4_G"
"Lamprops.fasciatus","#00ABB2","G",7,"Zone4_G"
"Nephtys.longosetosa","#00ABB2","G",7,"Zone4_G"
"Ophelia.borealis","#00ABB2","G",7,"Zone4_G"
"Spermothamnion.repens","#00ABB2","G",7,"Zone4_G"
"Spio.filicornis","#00ABB2","G",7,"Zone4_G"
"Vertebrata.byssoides","#00ABB2","G",7,"Zone4_G"
"Corallina.officinalis","#00ABB2","G",7,"Zone4_G"
"Bonnemaisonia.hamifera","#00ABB2","G",7,"Zone4_G"
"Plumaria.plumosa","#00ABB2","G",7,"Zone4_G"
"Phoxocephalus.holbolli","#00ABB2","G",7,"Zone4_G"
"Callopora.lineata","#00ABB2","G",7,"Zone4_G"
"Escharella.immersa","#00ABB2","G",7,"Zone4_G"
"Spirorbis.corallinae","#00ABB2","G",7,"Zone4_G"
"Crisia.eburnea","#00ABB2","G",7,"Zone4_G"
"Halisarca.dujardinii","#00ABB2","G",7,"Zone4_G"
"Pholoe.inornata","#00ABB2","G",7,"Zone4_G"
"Spisula.subtruncata","#00ABB2","G",7,"Zone4_G"
"Lanice.conchilega","#00ABB2","G",7,"Zone4_G"
"Phyllodoce.groenlandica","#00ABB2","G",7,"Zone4_G"
"Desmarestia.aculeata","#00ABB2","G",7,"Zone4_G"
"Eumida.sanguinea","#00ABB2","G",7,"Zone4_G"
"Macoma.calcarea","#00ABB2","G",7,"Zone4_G"
"Aporrhais.pespelecani","#00ABB2","G",7,"Zone4_G"
"Philine.aperta","#00ABB2","G",7,"Zone4_G"
"Mediomastus.fragilis","#00ABB2","G",7,"Zone4_G"
"Nephtys.assimilis","#00ABB2","G",7,"Zone4_G"
"Aricidea.cerrutii","#20A73C","F",6,"Zone4_F"
"Priapulus.caudatus","#20A73C","F",6,"Zone4_F"
"Ampharete.acutifrons","#20A73C","F",6,"Zone4_F"
"Bylgides.sarsi","#20A73C","F",6,"Zone4_F"
"Halicryptus.spinulosus","#20A73C","F",6,"Zone4_F"
"Pontoporeia.femorata","#20A73C","F",6,"Zone4_F"
"Diastylis.rathkei","#20A73C","F",6,"Zone4_F"
"Limecola.balthica","#20A73C","F",6,"Zone4_F"
"Opercularella.lacerata","#20A73C","F",6,"Zone4_F"
"Lagis.koreni","#20A73C","F",6,"Zone4_F"
