"species","colour","cluster","cluster_int"
"Sphaerodorum.gracilis","#20A73C","K",11
"Brada.villosa","#20A73C","K",11
"Virgularia.mirabilis","#20A73C","K",11
"Acanthocardia.echinata","#20A73C","K",11
"Labidoplax.buskii","#20A73C","K",11
"Polyphysia.crassa","#20A73C","K",11
"Polycirrus.plumosus","#20A73C","K",11
"Rhodine.loveni","#20A73C","K",11
"Eudorella.emarginata","#20A73C","K",11
"Prionospio.multibranchiat","#20A73C","K",11
"Brissopsis.lyrifera","#20A73C","K",11
"Tellimya.tenella","#20A73C","K",11
"Magelona.minuta","#20A73C","K",11
"Anobothrus.gracilis","#20A73C","K",11
"Pectinaria.belgica","#20A73C","K",11
"Edwardsia.longicornis","#00ABB2","J",10
"Mysia.undata","#00ABB2","J",10
"Magelona.alleni","#00ABB2","J",10
"Pholoe.baltica","#00ABB2","J",10
"Chaetozone.setosa","#00ABB2","J",10
"Goniada.maculata","#00ABB2","J",10
"Scalibregma.inflatum","#00ABB2","J",10
"Tharyx.killariensis","#00ABB2","J",10
"Phoronis.muelleri","#00ABB2","J",10
"Galathowenia.oculata","#00ABB2","J",10
"Prionospio.fallax","#00ABB2","J",10
"Phyllodoce.rosea","#00ABB2","J",10
"Amphiura.filiformis","#00ABB2","J",10
"Eumida.bahusiensis","#00ABB2","J",10
"Glycera.alba","#00ABB2","J",10
"Nucula.nitidosa","#00ABB2","J",10
"Thyasira.flexuosa","#00ABB2","J",10
"Abyssoninoe.hibernica","#00ABB2","J",10
"Oxydromus.flexuosus","#00ABB2","J",10
"Glycera.unicornis","#00ABB2","J",10
"Abra.nitida","#00ABB2","J",10
"Ennucula.tenuis","#00ABB2","J",10
"Chalinula.limbata","#00ABB2","J",10
"Eudorella.truncatula","#00ABB2","J",10
"Levinsenia.gracilis","#00ABB2","J",10
"Paradoneis.eliasoni","#00ABB2","J",10
"Praxillella.praetermissa","#00ABB2","J",10
"Rhodine.gracilior","#00ABB2","J",10
"Chaetoderma.nitidulum","#00ABB2","J",10
"Maldane.sarsi","#00ABB2","J",10
"Diastyloides.biplicatus","#00ABB2","J",10
"Parvicardium.minimum","#00ABB2","J",10
"Harpinia.antennaria","#00ABB2","J",10
"Ampelisca.diadema","#00ABB2","J",10
"Praxillella.affinis","#00ABB2","J",10
"Trichobranchus.roseus","#00ABB2","J",10
"Westwoodilla.caecula","#00ABB2","J",10
"Glycinde.nordmanni","#00ABB2","J",10
"Golfingia.vulgaris","#00ABB2","J",10
"Diastylis.laevis","#00ABB2","J",10
"Dosinia.exoleta","#00ABB2","J",10
"Notomastus.latericeus","#00ABB2","J",10
"Cylichna.cylindracea","#00ABB2","J",10
"Turritella.communis","#00ABB2","J",10
"Owenia.fusiformis","#00ABB2","J",10
"Polycirrus.norvegicus","#00ABB2","J",10
"Odonthalia.dentata","#E16A86","I",9
"Palmaria.palmata","#E16A86","I",9
"Laminaria.digitata","#E16A86","I",9
"Saccharina.latissima","#E16A86","I",9
"Leathesia.marina","#E16A86","I",9
"Phycodrys.rubens","#E16A86","I",9
